Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Apartamento;Flamengo;2;1;1;60;3400.0;978;130
Apartamento;Itanhangá;2;1;1;58;900.0;500;212
Apartamento;Tijuca;3;1;1;106;2050.0;872;1008
Apartamento;Leme;1;0;0;55;2000.0;585;79
Casa;Campo Grande;2;1;0;100;1300.0;0;0
Apartamento;Vila Isabel;2;1;1;79;1300.0;950;30
Apartamento;Jardim Guanabara;2;0;0;92;1600.0;0;99
Apartamento;Barra da Tijuca;2;1;1;102;2500.0;1478;255
Apartamento;Copacabana;3;1;1;160;4000.0;1617;300
Quitinete;Copacabana;1;0;0;38;1800.0;500;100
Apartamento;Copacabana;1;0;0;30;1200.0;650;54
Apartamento;Quintino Bocaiúva;2;0;0;80;900.0;170;0
Apartamento;Ipanema;3;1;0;80;4000.0;1200;251
Apartamento;Freguesia (Jacarepaguá);3;1;1;77;2000.0;580;80
Apartamento;Vila da Penha;2;0;0;70;1200.0;0;27
Apartamento;Jardim Botânico;3;2;2;145;4680.0;1296;317
Apartamento;Recreio dos Bandeirantes;3;2;1;185;2500.0;1355;2917
Apartamento;Barra da Tijuca;1;1;1;68;2800.0;1250;219
Apartamento;Jardim Botânico;2;2;1;83;3500.0;1630;196
Apartamento;Leblon;3;2;1;180;9500.0;2804;950
Apartamento;Copacabana;2;1;1;110;4000.0;1010;252
Apartamento;Botafogo;3;0;0;123;3200.0;421;182
Apartamento;Recreio dos Bandeirantes;3;3;1;180;1300.0;1635;320
Apartamento;Barra da Tijuca;3;2;3;120;2800.0;1280;360
Apartamento;Leblon;2;3;1;168;9000.0;2124;563
Apartamento;Praça Seca;1;0;1;50;600.0;0;0
Casa de Condomínio;Campo Grande;2;2;0;100;1200.0;40;1
Apartamento;Barra da Tijuca;1;0;0;71;2100.0;1200;220
Apartamento;Tijuca;2;1;1;81;2350.0;849;80
Apartamento;Jacarepaguá;2;1;1;67;2000.0;636;75
Apartamento;Recreio dos Bandeirantes;3;3;3;200;3900.0;800;310
Apartamento;São Francisco Xavier;3;1;0;90;1900.0;210;160
Apartamento;Lagoa;2;1;1;56;3500.0;1490;323
Apartamento;Recreio dos Bandeirantes;2;1;1;65;1800.0;680;100
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1500.0;737;142
Apartamento;Tijuca;3;0;0;98;1700.0;390;93
Apartamento;Andaraí;2;0;0;66;700.0;900;46
Apartamento;Ipanema;3;2;1;200;6300.0;2200;400
Apartamento;Pechincha;2;1;0;60;900.0;420;15
Apartamento;Vila Valqueire;3;2;1;129;2200.0;755;195
Apartamento;Santa Teresa;2;0;0;65;1400.0;600;0
Apartamento;Gávea;3;1;1;138;7900.0;1900;3418
Apartamento;São Conrado;3;2;1;150;6500.0;1800;0
Apartamento;Jacarepaguá;4;2;2;155;3000.0;1664;309
Apartamento;Ipanema;3;1;0;130;8000.0;2000;480
Apartamento;Botafogo;3;1;1;123;4000.0;1188;221
Apartamento;Cachambi;2;0;0;50;900.0;313;0
Apartamento;Botafogo;1;0;0;38;1300.0;400;25
Flat;Barra da Tijuca;1;1;0;71;2700.0;1700;181
Apartamento;Tijuca;2;1;0;88;1100.0;693;32
Apartamento;Lins de Vasconcelos;2;0;0;50;900.0;360;13
Apartamento;Recreio dos Bandeirantes;3;1;1;80;1700.0;900;195
Apartamento;Copacabana;1;0;0;36;1700.0;632;69
Apartamento;Campo Grande;2;1;0;70;750.0;330;0
Quitinete;Copacabana;1;0;0;30;1150.0;450;30
Apartamento;Tijuca;2;0;1;80;1300.0;0;82
Apartamento;Freguesia (Jacarepaguá);1;1;0;49;850.0;590;37
Apartamento;Copacabana;1;0;0;37;2200.0;555;70
Apartamento;Ipanema;3;1;1;126;6000.0;1667;590
Apartamento;Gávea;2;1;0;63;3300.0;650;0
Apartamento;Barra da Tijuca;2;1;0;74;2100.0;750;0
Apartamento;Barra da Tijuca;2;1;1;70;2300.0;1000;80
Apartamento;Barra da Tijuca;4;2;1;330;9000.0;3100;1085
Apartamento;Recreio dos Bandeirantes;2;1;1;65;1800.0;560;0
Casa;Campo Grande;2;0;0;70;1000.0;0;0
Casa;Barra da Tijuca;4;6;2;232;6500.0;1100;800
Apartamento;Flamengo;3;0;1;110;3800.0;659;146
Apartamento;Botafogo;3;1;1;102;5100.0;1300;342
Apartamento;Glória;1;0;0;28;1500.0;250;0
Apartamento;Barra da Tijuca;2;2;1;65;1600.0;1270;233
Apartamento;Engenho Novo;2;1;0;69;1250.0;600;0
Apartamento;Camorim;2;1;0;48;1000.0;340;90
Apartamento;Laranjeiras;4;2;1;350;10000.0;3000;403
Apartamento;Barra da Tijuca;2;1;1;87;2300.0;1482;251
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1500.0;800;130
Apartamento;Barra da Tijuca;3;1;1;75;1900.0;750;60
Apartamento;Barra da Tijuca;2;1;1;80;3500.0;1100;140
Apartamento;Copacabana;3;0;2;130;4000.0;950;200
Apartamento;Cascadura;3;0;0;58;990.0;100;0
Apartamento;Humaitá;2;1;0;72;2900.0;815;96
Apartamento;Jacarepaguá;2;1;2;68;1700.0;739;0
Apartamento;São Conrado;4;2;1;230;5150.0;2225;350
Apartamento;Pechincha;2;1;1;61;1000.0;489;0
Apartamento;Copacabana;3;1;0;290;8000.0;2032;7000
Apartamento;Tijuca;2;1;0;72;1500.0;734;0
Apartamento;Praia da Bandeira;2;1;0;90;1400.0;480;85
Flat;Ipanema;2;1;2;90;8000.0;2200;0
Casa;Ramos;2;0;0;40;950.0;0;0
Apartamento;Tijuca;3;0;0;86;1500.0;690;83
Apartamento;Ipanema;3;2;1;200;9500.0;3600;1500
Apartamento;Grajaú;2;0;0;53;1200.0;270;17
Loft;Barra da Tijuca;1;1;0;50;2634.0;1326;240
Casa;Anil;3;6;1;280;2800.0;0;190
Apartamento;Copacabana;2;0;1;120;3800.0;1413;314
Apartamento;Grajaú;2;0;0;72;2000.0;0;758
Apartamento;Ipanema;3;2;1;108;6000.0;2100;466
Apartamento;Ipanema;3;2;1;220;9000.0;3600;1400
Apartamento;Ipanema;1;0;1;46;1800.0;936;86
Apartamento;Saúde;2;0;0;65;1300.0;468;30
Apartamento;Ipanema;1;0;1;48;2100.0;540;81
Apartamento;Flamengo;2;1;1;90;3000.0;1200;120
Apartamento;Itanhangá;2;0;0;56;1200.0;781;26
Apartamento;Leme;4;0;1;350;10000.0;2700;6500
Apartamento;Copacabana;2;0;1;45;1600.0;620;0
Apartamento;Barra da Tijuca;3;2;1;201;9500.0;2300;13500
Apartamento;Centro;1;0;1;38;1150.0;400;25
Apartamento;Leme;3;1;0;200;8000.0;2300;510
Apartamento;Copacabana;2;0;0;56;3000.0;0;0
Apartamento;Barra da Tijuca;3;2;3;89;4500.0;1200;211
Apartamento;Ipanema;2;2;1;130;8000.0;2000;660
Apartamento;Barra da Tijuca;2;1;1;69;2500.0;940;800
Apartamento;Ipanema;4;2;1;200;9500.0;3600;1500
Apartamento;Recreio dos Bandeirantes;1;1;1;45;1500.0;1200;440
Apartamento;Botafogo;1;1;0;65;2200.0;679;27
Apartamento;Barra da Tijuca;2;1;2;100;10000.0;5155;502
Apartamento;Méier;3;0;0;60;1300.0;450;0
Apartamento;Barra da Tijuca;2;2;1;75;1400.0;800;100
Apartamento;Leblon;3;1;2;155;7200.0;1515;538
Apartamento;Tijuca;2;1;1;70;1600.0;740;0
Apartamento;Leblon;2;2;1;65;5000.0;1950;300
Apartamento;Tijuca;3;2;1;150;2000.0;1700;210
Apartamento;Lagoa;3;2;3;125;4800.0;1600;460
Apartamento;Leblon;2;0;1;71;6700.0;2070;0
Apartamento;Anil;2;1;0;46;1100.0;430;12
Apartamento;Freguesia (Jacarepaguá);2;1;1;70;1300.0;720;85
Apartamento;Copacabana;1;0;1;39;1800.0;600;0
Apartamento;Santa Teresa;1;0;0;21;800.0;312;15
Apartamento;Vila Isabel;3;1;0;95;1250.0;650;60
Apartamento;Copacabana;1;0;0;36;2200.0;590;0
Apartamento;Barra da Tijuca;2;1;1;67;2000.0;1300;119
Apartamento;Copacabana;3;2;1;190;7000.0;2000;639
Apartamento;Andaraí;3;0;0;64;1300.0;310;20
Apartamento;Ipanema;3;0;0;90;3500.0;998;95
Apartamento;Copacabana;3;1;0;90;3800.0;900;230
Apartamento;São Conrado;4;4;2;460;10000.0;5600;500
Apartamento;Recreio dos Bandeirantes;3;1;1;82;2000.0;989;1313
Casa;Campo Grande;5;2;5;120;10000.0;0;0
Apartamento;Curicica;2;1;1;58;1350.0;590;560
Apartamento;São Conrado;4;3;1;260;8500.0;3650;1170
Apartamento;Camorim;2;1;1;51;1200.0;550;650
Apartamento;Lagoa;3;2;1;162;5500.0;1500;627
Apartamento;Tijuca;2;1;1;85;1600.0;960;90
Apartamento;Ipanema;1;0;0;50;2100.0;630;0
Apartamento;Cachambi;2;1;0;55;1200.0;364;0
Casa;Barra da Tijuca;4;6;2;800;9800.0;0;490
Apartamento;Méier;2;1;0;77;1000.0;925;0
Apartamento;Barra da Tijuca;1;1;1;69;1900.0;1007;159
Quitinete;Copacabana;1;0;0;28;1500.0;450;0
Apartamento;Maracanã;2;1;1;85;2500.0;492;0
Apartamento;Colégio;1;0;0;58;950.0;0;0
Casa;Recreio dos Bandeirantes;3;0;0;614;4500.0;0;576
Casa;Tijuca;4;6;0;160;3500.0;0;0
Apartamento;Tijuca;3;1;1;80;3000.0;967;184
Apartamento;Barra da Tijuca;2;1;1;70;1150.0;1260;160
Apartamento;Leblon;2;1;1;90;3500.0;1150;3300
Apartamento;Rocha Miranda;1;0;0;33;750.0;0;0
Apartamento;Laranjeiras;2;1;0;63;2500.0;968;93
Apartamento;Laranjeiras;2;1;0;79;2300.0;780;118
Apartamento;Jardim Botânico;2;2;1;83;3500.0;1790;196
Apartamento;Vila Isabel;2;0;0;80;1700.0;450;60
Apartamento;Laranjeiras;4;2;1;270;5500.0;2750;420
Apartamento;São Conrado;3;2;1;157;6400.0;1792;460
Apartamento;Ipanema;3;1;2;108;5800.0;1735;368
Apartamento;Ipanema;3;2;1;166;7000.0;3400;0
Apartamento;Botafogo;1;0;0;53;1600.0;770;70
Quitinete;Copacabana;1;0;0;15;800.0;305;24
Apartamento;Lagoa;3;1;1;120;5500.0;1080;555
Apartamento;Barra da Tijuca;3;2;2;168;3500.0;2138;401
Apartamento;Tijuca;2;0;1;48;1700.0;700;0
Apartamento;Barra da Tijuca;2;1;1;60;2800.0;900;149
Apartamento;Laranjeiras;4;0;2;217;9000.0;1200;0
Apartamento;Ipanema;2;0;0;73;3000.0;700;190
Casa de Condomínio;Recreio dos Bandeirantes;4;4;4;540;10500.0;850;1000
Apartamento;Leblon;2;1;0;73;3800.0;1100;210
Apartamento;Copacabana;1;0;1;50;2500.0;516;25
Casa;Piedade;2;0;0;95;1100.0;0;0
Apartamento;Vila Isabel;2;2;1;91;2000.0;600;145
Apartamento;Campo Grande;2;1;0;50;1000.0;310;0
Casa de Condomínio;Barra da Tijuca;4;2;4;470;8500.0;510;600
Apartamento;Barra da Tijuca;2;1;1;90;3000.0;1846;438
Apartamento;Centro;1;0;0;35;1000.0;300;0
Apartamento;Guadalupe;1;0;0;60;700.0;0;0
Apartamento;Copacabana;2;0;0;79;3500.0;960;171
Apartamento;Copacabana;4;1;1;280;8500.0;1748;664
Apartamento;Camorim;3;1;1;75;2100.0;680;0
Apartamento;Flamengo;3;2;1;286;6500.0;2500;0
Apartamento;Recreio dos Bandeirantes;2;1;1;70;2200.0;750;0
Apartamento;Ipanema;3;1;1;160;4000.0;1250;2
Apartamento;Vila Isabel;3;1;2;79;2200.0;622;122
Casa de Condomínio;Recreio dos Bandeirantes;4;2;3;227;4000.0;833;459
Apartamento;Tijuca;3;2;1;109;2500.0;742;105
Apartamento;Jardim Botânico;3;2;2;141;5000.0;1963;514
Apartamento;Campo Grande;1;1;0;46;650.0;250;0
Apartamento;Copacabana;1;0;0;30;1300.0;400;25
Apartamento;Jacarepaguá;3;1;1;78;2000.0;1200;110
Quitinete;Glória;1;0;0;20;850.0;495;0
Apartamento;Ipanema;3;2;1;160;10000.0;1800;764
Apartamento;Catete;1;0;0;37;1300.0;360;24
Apartamento;Recreio dos Bandeirantes;2;2;1;110;2300.0;648;156
Apartamento;Botafogo;3;1;1;105;5800.0;1350;281
Apartamento;Copacabana;3;0;1;160;5000.0;800;190
Apartamento;Freguesia (Jacarepaguá);3;1;1;81;1800.0;750;110
Apartamento;Copacabana;4;1;3;217;9000.0;2754;650
Apartamento;Laranjeiras;3;2;1;130;3200.0;1050;220
Apartamento;Barra da Tijuca;4;3;2;270;7000.0;2600;650
Apartamento;Copacabana;1;0;0;45;1600.0;420;72
Apartamento;Barra da Tijuca;2;1;1;90;2200.0;1392;289
Casa de Vila;Realengo;2;1;0;150;1200.0;0;0
Apartamento;Lagoa;2;2;2;100;3500.0;1020;380
Apartamento;Barra da Tijuca;3;2;3;102;2700.0;1523;2944
Casa;Freguesia (Jacarepaguá);4;4;1;300;4500.0;0;0
Apartamento;Copacabana;1;0;0;40;2000.0;617;24
Apartamento;Barra da Tijuca;3;2;1;126;5000.0;1200;0
Apartamento;Leblon;2;1;0;80;5000.0;1700;180
Apartamento;Recreio dos Bandeirantes;2;2;1;84;1600.0;510;185
Apartamento;Laranjeiras;3;2;1;147;4900.0;1320;226
Casa de Condomínio;Barra da Tijuca;4;3;2;450;6900.0;1150;750
Apartamento;Ipanema;3;1;1;150;6000.0;2200;500
Apartamento;Jacarepaguá;2;1;1;80;1900.0;1300;100
Apartamento;Ipanema;3;2;1;190;4500.0;2600;514
Apartamento;Leblon;2;1;0;82;3800.0;1060;0
Apartamento;Barra da Tijuca;2;2;1;180;5000.0;1400;500
Apartamento;Bonsucesso;2;0;0;61;1100.0;284;0
Apartamento;Barra da Tijuca;3;2;1;120;4100.0;1750;414
Apartamento;São Conrado;3;2;1;250;5500.0;750;500
Apartamento;Ipanema;2;1;0;124;4500.0;1177;297
Apartamento;Barra da Tijuca;4;2;1;115;2800.0;1800;250
Apartamento;Botafogo;1;0;0;40;1800.0;350;0
Apartamento;Laranjeiras;2;0;0;70;2200.0;500;74
Apartamento;Barra da Tijuca;4;3;2;310;9500.0;2200;1750
Flat;Ipanema;1;1;1;43;2500.0;2117;304
Casa de Condomínio;Campo Grande;2;1;1;75;1100.0;400;0
Casa;Campo Grande;3;1;0;120;2800.0;0;0
Apartamento;Ipanema;2;1;0;45;3000.0;500;30
Apartamento;Flamengo;2;1;0;70;2600.0;900;120
Apartamento;Recreio dos Bandeirantes;3;2;1;80;2000.0;750;370
Apartamento;Recreio dos Bandeirantes;2;1;1;72;1500.0;650;131
Apartamento;Ipanema;3;1;1;127;7000.0;1000;0
Apartamento;Copacabana;3;1;1;100;8000.0;1050;340
Apartamento;Ipanema;3;2;1;157;9000.0;2900;620
Apartamento;Vila Isabel;1;1;1;50;1050.0;450;0
Apartamento;Leblon;3;1;1;123;8000.0;1800;419
Apartamento;Barra da Tijuca;2;1;1;90;3000.0;1860;450
Apartamento;Recreio dos Bandeirantes;3;2;3;180;1700.0;1080;390
Apartamento;Copacabana;2;2;1;98;4200.0;760;250
Apartamento;Recreio dos Bandeirantes;2;2;1;83;1900.0;768;0
Apartamento;Tijuca;2;1;1;80;1500.0;500;30
Apartamento;Copacabana;2;0;1;122;4400.0;585;0
Apartamento;Barra da Tijuca;1;1;0;80;5000.0;1100;200
Apartamento;Leme;1;0;1;90;3500.0;550;0
Apartamento;Lagoa;4;3;1;210;7200.0;2700;0
Apartamento;Tijuca;3;1;2;100;2500.0;1300;283
Apartamento;Tijuca;1;0;0;34;1400.0;251;24
Apartamento;Recreio dos Bandeirantes;4;2;1;200;2950.0;1000;350
Apartamento;Ipanema;3;0;0;85;3450.0;654;143
Apartamento;Ipanema;3;1;1;120;6500.0;1500;450
Apartamento;Laranjeiras;1;1;0;57;1800.0;694;94
Apartamento;Leblon;2;0;0;63;2200.0;900;175
Apartamento;Engenho de Dentro;2;1;0;66;1000.0;410;0
Apartamento;Fátima;1;0;0;50;1100.0;558;20
Apartamento;Recreio dos Bandeirantes;3;2;1;120;2700.0;790;200
Apartamento;Ipanema;2;1;0;78;3600.0;644;128
Apartamento;Taquara;2;1;0;70;1000.0;500;0
Apartamento;Higienópolis;1;0;0;55;750.0;120;0
Apartamento;Botafogo;2;1;2;84;4230.0;1140;202
Apartamento;Ipanema;2;1;0;100;4000.0;800;86
Apartamento;Barra da Tijuca;4;2;1;127;4000.0;1615;3335
Apartamento;Pechincha;2;1;1;50;950.0;550;17
Apartamento;Inhoaíba;2;1;0;60;650.0;255;0
Apartamento;Tijuca;2;1;1;97;2500.0;660;0
Apartamento;Lagoa;3;3;1;220;6000.0;1700;600
Apartamento;Botafogo;1;0;0;35;1000.0;293;86
Apartamento;Santa Teresa;1;1;0;49;1150.0;570;28
Apartamento;Barra da Tijuca;3;2;1;129;3800.0;1900;0
Apartamento;Méier;3;1;0;100;1000.0;600;100
Apartamento;Barra da Tijuca;3;2;1;110;2000.0;1768;277
Apartamento;Barra da Tijuca;3;1;2;190;5500.0;2850;660
Flat;Barra da Tijuca;1;1;1;35;6000.0;0;0
Apartamento;Copacabana;1;0;0;40;1400.0;539;0
Apartamento;Barra da Tijuca;3;2;1;300;4000.0;3800;8000
Apartamento;Rocha;2;1;0;68;1000.0;1000;0
Apartamento;Leblon;3;1;0;98;4000.0;1240;164
Apartamento;Tijuca;3;0;0;80;1600.0;350;0
Apartamento;Barra da Tijuca;3;1;2;100;3500.0;1300;276
Apartamento;Barra da Tijuca;3;2;3;155;5900.0;1850;332
Apartamento;Vila da Penha;2;0;0;75;1300.0;0;252
Apartamento;Ipanema;3;2;1;80;5700.0;1323;365
Casa;Campo Grande;2;1;0;80;1200.0;0;0
Casa de Condomínio;Vargem Grande;2;1;0;61;1450.0;667;27
Apartamento;Freguesia (Jacarepaguá);2;1;0;59;700.0;475;0
Apartamento;Leblon;3;1;1;124;8000.0;2055;462
Flat;Botafogo;1;1;1;50;2900.0;1150;100
Apartamento;Vila Isabel;2;1;1;70;1500.0;695;71
Apartamento;Barra da Tijuca;4;3;4;237;8500.0;3400;540
Apartamento;Barra da Tijuca;2;2;2;150;10000.0;3500;4000
Apartamento;Tijuca;2;1;1;84;2750.0;690;182
Apartamento;Anil;2;0;0;74;1200.0;0;0
Apartamento;Barra da Tijuca;3;3;1;175;3900.0;1300;550
Apartamento;Andaraí;1;0;0;30;1550.0;403;92
Apartamento;Benfica;1;0;0;15;350.0;0;0
Apartamento;Tijuca;1;0;0;42;1500.0;150;226
Apartamento;Tijuca;3;2;1;120;2800.0;1600;170
Apartamento;Flamengo;3;1;1;137;8000.0;1945;0
Apartamento;Tijuca;3;1;0;81;1750.0;597;94
Apartamento;Barra da Tijuca;2;1;1;104;5500.0;2700;650
Apartamento;Barra da Tijuca;3;2;1;120;5000.0;2600;500
Apartamento;Rio Comprido;2;1;0;56;1000.0;312;33
Apartamento;Recreio dos Bandeirantes;2;1;1;65;1700.0;600;60
Apartamento;Vila Isabel;2;0;0;82;1700.0;350;0
Apartamento;Maracanã;2;0;0;54;2000.0;546;25
Apartamento;Jardim Guanabara;3;2;1;98;3400.0;754;227
Apartamento;Praça Seca;2;1;1;64;1100.0;440;0
Apartamento;Jardim Botânico;3;1;1;113;4900.0;1501;329
Quitinete;Copacabana;1;0;0;30;1600.0;550;71
Casa de Condomínio;Barra da Tijuca;4;4;3;350;5900.0;300;0
Apartamento;Ipanema;3;1;1;250;10000.0;2400;1000
Apartamento;Tijuca;3;0;0;80;1600.0;660;98
Apartamento;Ipanema;2;0;0;75;3000.0;1600;150
Apartamento;Barra da Tijuca;4;3;2;170;4200.0;1700;300
Apartamento;Freguesia (Jacarepaguá);2;2;1;145;2200.0;1036;2581
Apartamento;Recreio dos Bandeirantes;2;1;1;110;1200.0;799;158
Apartamento;Ipanema;3;1;1;170;8500.0;1650;440
Apartamento;Jabour;3;0;0;67;780.0;165;0
Apartamento;Barra da Tijuca;2;1;1;77;2200.0;1236;141
Apartamento;Leblon;3;1;0;120;4500.0;2000;275
Apartamento;São Conrado;3;2;1;128;5500.0;1903;3336
Apartamento;Maracanã;2;0;0;67;1300.0;660;51
Casa de Vila;Botafogo;4;2;1;210;8000.0;378;270
Apartamento;Glória;1;0;0;42;1500.0;400;24
Apartamento;Recreio dos Bandeirantes;3;2;2;148;2500.0;780;230
Apartamento;Centro;2;0;0;75;1500.0;935;73
Apartamento;Botafogo;2;1;0;90;2500.0;654;95
Apartamento;Leblon;3;2;2;160;5800.0;1700;300
Apartamento;Ipanema;3;1;1;100;6500.0;250;211
Apartamento;Humaitá;2;0;1;101;3000.0;400;202
Apartamento;São Conrado;2;1;1;115;3500.0;1094;242
Apartamento;Humaitá;1;1;0;60;2100.0;750;127
Apartamento;Leblon;4;1;2;220;7800.0;1980;0
Apartamento;Leblon;1;0;0;90;7500.0;1400;0
Apartamento;Vila da Penha;2;0;0;35;900.0;90;0
Apartamento;Copacabana;2;2;1;250;9500.0;1437;640
Apartamento;Barra da Tijuca;2;1;1;104;2000.0;1750;0
Apartamento;Tijuca;3;1;1;82;1800.0;1100;112
Apartamento;Barra da Tijuca;1;1;0;50;1900.0;1200;300
Apartamento;Tijuca;2;0;0;67;1400.0;480;48
Apartamento;Urca;3;2;1;168;7000.0;2172;460
Casa de Vila;Irajá;2;0;0;53;900.0;0;0
Apartamento;Recreio dos Bandeirantes;3;1;2;75;1500.0;1095;153
Apartamento;Andaraí;2;1;1;80;1500.0;745;89
Apartamento;Recreio dos Bandeirantes;3;0;3;186;4000.0;1120;472
Apartamento;Barra da Tijuca;5;3;3;157;8500.0;2300;0
Apartamento;Recreio dos Bandeirantes;2;2;1;83;1500.0;740;186
Apartamento;Tijuca;3;0;3;110;2800.0;250;235
Apartamento;Barra da Tijuca;4;3;1;180;7000.0;2400;667
Apartamento;Barra da Tijuca;4;3;2;170;4700.0;1900;48
Apartamento;Andaraí;2;0;0;60;1400.0;550;80
Apartamento;Flamengo;1;0;0;36;1600.0;387;55
Casa;Barra da Tijuca;5;4;2;600;8000.0;0;0
Apartamento;Gávea;1;0;0;40;1950.0;492;0
Apartamento;Recreio dos Bandeirantes;3;3;2;288;3000.0;1287;650
Apartamento;Botafogo;1;1;0;59;2500.0;654;0
Apartamento;Maracanã;2;1;1;85;1999.0;980;90
Casa de Condomínio;Freguesia (Jacarepaguá);3;2;3;240;4000.0;1200;320
Flat;Barra da Tijuca;1;1;0;60;3200.0;1900;320
Apartamento;Vila Valqueire;2;1;1;96;1200.0;315;0
Apartamento;Barra da Tijuca;1;1;0;68;1650.0;900;180
Apartamento;Barra da Tijuca;2;1;1;70;1800.0;875;0
Apartamento;Recreio dos Bandeirantes;2;1;1;78;1800.0;900;180
Apartamento;Barra da Tijuca;3;2;1;172;2300.0;1600;450
Quitinete;Centro;1;0;0;40;1100.0;500;0
Apartamento;Tijuca;2;1;1;68;1550.0;600;0
Loft;Barra da Tijuca;2;1;2;86;2300.0;2100;400
Apartamento;Copacabana;4;1;1;320;6000.0;2630;600
Casa;Braz de Pina;3;1;0;69;1600.0;0;0
Apartamento;Tijuca;3;2;1;85;2350.0;900;96
Apartamento;Recreio dos Bandeirantes;2;2;2;85;2500.0;1068;124
Apartamento;Ipanema;5;4;1;380;9000.0;4076;760
Apartamento;Laranjeiras;3;1;1;110;3000.0;967;145
Apartamento;Cascadura;2;1;0;70;1300.0;170;0
Apartamento;Copacabana;1;0;0;25;2000.0;0;0
Apartamento;Lagoa;3;3;1;250;8600.0;1900;580
Apartamento;Copacabana;4;0;2;130;8500.0;790;100
Casa de Condomínio;Barra da Tijuca;4;4;4;300;9000.0;805;0
Apartamento;Freguesia (Jacarepaguá);2;1;0;60;1000.0;420;13
Apartamento;Tijuca;3;1;1;126;1800.0;1109;162
Apartamento;Flamengo;1;0;0;50;1800.0;525;45
Casa de Condomínio;Barra da Tijuca;4;4;4;340;9000.0;706;8024
Apartamento;Ipanema;1;0;1;33;1800.0;565;0
Apartamento;Jardim Oceânico;3;2;1;160;4000.0;1400;487
Apartamento;Barra da Tijuca;2;1;0;62;1100.0;680;99
Apartamento;Flamengo;3;1;0;110;3000.0;699;190
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1790.0;780;0
Apartamento;Barra da Tijuca;4;3;2;219;5300.0;2084;5700
Apartamento;Copacabana;1;0;0;30;1200.0;500;200
Apartamento;Barra da Tijuca;1;1;1;85;2300.0;1009;0
Apartamento;Recreio dos Bandeirantes;3;1;1;82;2200.0;740;138
Flat;Ipanema;1;1;1;52;3000.0;2386;312
Flat;Ipanema;2;2;2;74;6000.0;2500;480
Apartamento;Flamengo;3;0;1;178;4500.0;1500;220
Apartamento;Recreio dos Bandeirantes;3;2;1;78;1650.0;500;0
Apartamento;Taquara;2;1;0;75;700.0;622;0
Apartamento;Leme;2;0;1;63;2400.0;927;0
Apartamento;Barra da Tijuca;4;3;1;245;7000.0;2600;710
Apartamento;Ipanema;2;1;0;95;6500.0;2179;473
Apartamento;Ipanema;3;1;1;140;8000.0;1550;438
Apartamento;Copacabana;1;0;0;30;2000.0;420;80
Apartamento;Vargem Pequena;2;1;0;45;1200.0;320;27
Apartamento;Campo Grande;2;1;0;60;900.0;200;0
Apartamento;Barra da Tijuca;2;1;1;60;2800.0;900;1390
Apartamento;Barra da Tijuca;2;1;1;86;2200.0;1050;0
Apartamento;Méier;3;0;0;60;1000.0;120;15
Apartamento;Barra da Tijuca;2;1;1;86;2900.0;1307;215
Apartamento;Botafogo;2;1;0;65;1900.0;600;102
Apartamento;Barra da Tijuca;3;2;1;170;3300.0;14784;557
Quitinete;Copacabana;0;0;0;17;1000.0;520;227
Casa de Vila;Bonsucesso;2;1;0;52;1400.0;50;0
Quitinete;Copacabana;0;0;0;25;1500.0;335;25
Apartamento;Recreio dos Bandeirantes;3;2;1;145;2500.0;676;0
Apartamento;Copacabana;1;0;0;35;1100.0;400;55
Apartamento;Copacabana;3;0;0;160;6000.0;2000;220
Apartamento;Ipanema;4;2;1;191;9500.0;3687;1503
Quitinete;Botafogo;1;0;0;30;2100.0;366;250
Apartamento;Tijuca;1;0;0;40;1100.0;350;50
Apartamento;Barra da Tijuca;3;2;1;78;6800.0;1700;350
Apartamento;Ipanema;1;0;0;58;2500.0;477;144
Quitinete;Botafogo;1;0;0;25;1000.0;440;25
Apartamento;Copacabana;1;0;0;32;1400.0;580;60
Apartamento;Humaitá;2;1;1;90;3400.0;742;131
Apartamento;Leblon;3;1;1;150;5000.0;900;0
Apartamento;Barra da Tijuca;3;2;3;200;4900.0;2500;600
Casa de Condomínio;Recreio dos Bandeirantes;4;2;3;300;3600.0;510;0
Apartamento;Barra da Tijuca;3;2;1;230;3000.0;4200;700
Apartamento;Barra da Tijuca;4;3;4;291;9500.0;4700;9000
Apartamento;Ipanema;4;4;1;400;10000.0;3500;726
Quitinete;Centro;1;0;0;26;1500.0;490;0
Apartamento;Barra da Tijuca;3;2;1;170;5500.0;2060;510
Apartamento;Barra da Tijuca;4;3;4;200;6700.0;1930;428
Apartamento;Lagoa;3;1;1;106;4500.0;1148;350
Quitinete;Centro;1;0;0;34;1000.0;415;0
Apartamento;Barra da Tijuca;4;3;4;192;8000.0;2100;3200
Apartamento;Tijuca;3;2;1;102;2600.0;798;89
Apartamento;Barra da Tijuca;3;1;1;90;2850.0;850;130
Apartamento;Barra da Tijuca;1;1;1;52;5000.0;2660;380
Apartamento;Ipanema;2;1;0;120;9500.0;2050;0
Apartamento;Copacabana;3;1;0;139;4000.0;1900;327
Apartamento;Centro;3;1;0;95;2000.0;867;72
Apartamento;Pechincha;2;1;0;49;790.0;410;0
